0.	0.
0.148790	0.0871188
0.155791	0.0879206
0.165085	0.0889849
0.174378	0.0900491
0.183672	0.107929
0.193585	0.120836
0.202878	0.145442
0.212172	0.190228
0.221466	0.258555
0.230759	0.352107
0.240053	0.472564
0.249346	0.633378
0.258020	0.839525
0.266075	1.08932
0.273819	1.38878
0.280635	1.71841
0.287450	2.11343
0.293336	2.51885
0.298292	2.92720
0.302939	3.36705
0.307276	3.80956
0.311303	4.26485
0.315021	4.74733
0.318429	5.21184
0.320907	5.57049
0.322766	5.82069
0.325450	6.26139
0.328342	6.71967
0.331130	7.18523
0.333298	7.63435
0.334950	7.93566
0.336768	8.25536
0.338978	8.71488
0.341353	9.20655
0.343211	9.65473
0.345690	10.1463
0.348168	10.7107
0.350027	11.1537
0.351885	11.6236
0.354260	12.1050
0.355913	12.6106
0.358435	13.0680
0.360250	13.6010
0.361799	13.8938
0.363409	14.2780
0.365268	14.7545
0.367375	15.2330
0.369233	15.7175
0.371092	16.1757
0.373570	16.7011
0.375429	17.1610
0.377804	17.6233
0.379766	18.1379
0.381935	18.4994
0.383174	18.7602
0.385342	19.1946
0.387821	19.6769
0.390299	20.1680
0.393397	20.6372
0.396495	21.1017
0.399283	21.5182
0.402071	21.8321
0.405169	22.1183
0.409196	22.5577
0.415082	22.9498
0.422207	23.2789
0.431053	23.4356
0.440174	23.3314
0.448848	23.0785
0.456283	22.7800
0.463408	22.4378
0.470224	22.0892
0.477039	21.7200
0.483854	21.3508
0.490669	21.0134
0.497485	20.6723
0.504920	20.3555
0.512664	20.0673
0.521338	19.8346
0.530632	19.7011
0.539925	19.7140
0.548909	19.8686
0.556654	20.1514
0.563779	20.5080
0.569975	20.8861
0.575551	21.2959
0.580817	21.7113
0.586083	22.1612
0.591040	22.5989
0.595997	23.0367
0.600643	23.4646
0.606219	23.9171
0.611176	24.3276
0.617062	24.7442
0.623258	25.1186
0.630383	25.4602
0.638747	25.7089
0.648970	25.8306
0.657334	25.7804
0.666318	25.6190
0.674682	25.3935
0.683046	25.1198
0.690791	24.8330
0.698226	24.5386
0.705970	24.2447
0.714025	23.9530
0.722079	23.6798
0.730753	23.4471
0.739427	23.2665
0.748721	23.1734
0.758014	23.1795
0.767308	23.3016
0.775672	23.5273
0.783727	23.8179
0.790852	24.1367
0.797977	24.4921
0.804792	24.8442
0.811607	25.2149
0.818500	25.5642
0.825548	25.8929
0.834886	26.2495
0.841966	26.4478
0.851570	26.5580
0.860244	26.5813
0.869537	26.4949
0.878831	26.3345
0.887505	26.1270
0.895559	25.8992
0.904233	25.6547
0.912288	25.4101
0.920652	25.1700
0.929016	24.9429
0.938310	24.7606
0.946984	24.6220
0.956277	24.5525
0.966190	24.5772
0.975484	24.6892
0.984158	24.8802
0.992212	25.1115
0.998408	25.3367
1.013160	25.7647
1.024480	26.1278
1.036630	26.5010
1.058050	26.7032
1.080600	26.4901
1.097510	26.1346
1.112170	25.7888
1.129080	25.4231
1.150500	25.1381
1.175310	25.2252
1.196730	25.5865
1.208000	25.9281
1.218150	26.2480
1.232800	26.6343
1.254230	26.8676
1.279030	26.7032
1.299320	26.3562
1.316230	26.0142
1.337650	25.6593
1.362460	25.5272
1.383880	25.7496
1.401110	26.0956
1.414320	26.4356
1.433480	26.8028
1.457160	26.9617
1.481960	26.7524
1.503380	26.4083
1.524810	26.0527
1.549610	25.8096
1.574410	25.9038
1.594710	26.2237
1.610490	26.5482
1.630780	26.8928
1.655590	27.0123
1.680390	26.8100
1.704070	26.4597
1.727740	26.1384
1.752540	25.9881
1.777350	26.1510
1.798770	26.4991
1.820190	26.8535
1.844990	27.0460
1.869800	26.9266
1.894600	26.6315
1.919400	26.3014
1.944210	26.1328
1.969010	26.2297
1.991560	26.5347
2.014110	26.8732
2.038910	27.0628
2.063710	26.9729
2.088520	26.6990
2.113320	26.4081
2.138120	26.2409
2.162930	26.3168
2.186600	26.5957
2.210280	26.9224
2.235080	27.0755
2.259880	26.9828
2.284690	26.7285
2.309490	26.4643
2.334290	26.3210
2.359100	26.4039
2.383900	26.6821
2.408700	26.9814
2.433510	27.0839
2.458310	26.9673
2.483110	26.7271
2.507920	26.4910
2.532720	26.3814
2.557520	26.4981
2.582330	26.7720
2.607130	27.0207
2.631930	27.0811
2.656740	26.9462
2.681540	26.7116
2.706340	26.5079
2.731150	26.4419
2.755950	26.5781
2.780750	26.8409
2.805560	27.0530
2.830360	27.0727
2.855160	26.9209
2.879960	26.7004
2.904770	26.5233
2.929570	26.4981
2.954370	26.6470
2.979180	26.9013
3.003980	27.0741
3.028780	27.0586
3.053590	26.8957
3.078390	26.6919
3.103190	26.5430
3.128000	26.5444
3.152800	26.7214
3.177600	26.9533
3.202410	27.0811
3.227210	27.0347
3.252010	26.8704
3.276820	26.6751
3.301620	26.5627
3.326420	26.5978
3.351230	26.7833
3.376030	26.9940
3.400830	27.0825
3.425640	27.0151
3.450440	26.8465
3.475240	26.6751
3.500050	26.5852
3.524850	26.6484
3.549650	26.8423
3.574460	27.0305
3.599260	27.0783
3.624060	26.9884
3.648870	26.8212
3.673670	26.6681
3.698470	26.6076
3.723280	26.6933
3.748080	26.8886
3.772880	27.0446
3.797680	27.0699
3.822490	26.9617
3.847290	26.7987
3.872090	26.6596
3.896900	26.6315
3.921700	26.7467
3.946500	26.9322
3.971310	27.0614
3.992730	27.0651
