0.01000	1.00000e-15	5.20810e18
0.01000	1.20230e-15	4.33230e18
0.01000	1.44540e-15	3.60320e18
0.01000	1.73780e-15	2.99740e18
0.01000	2.08930e-15	2.49410e18
0.01000	2.51190e-15	2.07410e18
0.01000	3.02000e-15	1.72520e18
0.01000	3.63080e-15	1.43490e18
0.01000	4.36520e-15	1.19350e18
0.01000	5.24810e-15	9.92780e17
0.01000	6.30960e-15	8.25700e17
0.01000	7.58580e-15	6.86800e17
0.01000	9.12010e-15	5.71220e17
0.01000	1.09650e-14	4.75120e17
0.01000	1.31830e-14	3.95200e17
0.01000	1.58490e-14	3.28720e17
0.01000	1.90550e-14	2.73420e17
0.01000	2.29090e-14	2.27420e17
0.01000	2.75420e-14	1.89160e17
0.01000	3.31130e-14	1.57330e17
0.01000	3.98110e-14	1.30870e17
0.01000	4.78630e-14	1.08850e17
0.01000	5.75440e-14	9.05370e16
0.01000	6.91830e-14	7.53050e16
0.01000	8.31760e-14	6.26360e16
0.01000	1.00000e-13	5.20990e16
0.01000	1.20230e-13	4.33340e16
0.01000	1.44540e-13	3.60430e16
0.01000	1.73780e-13	2.99800e16
0.01000	2.08930e-13	2.49360e16
0.01000	2.51190e-13	2.07410e16
0.01000	3.02000e-13	1.72510e16
0.01000	3.63080e-13	1.43490e16
0.01000	4.36520e-13	1.19350e16
0.01000	5.24810e-13	9.92720e15
0.01000	6.30960e-13	8.25710e15
0.01000	7.58580e-13	6.86790e15
0.01000	9.12010e-13	5.71250e15
0.01000	1.09650e-12	4.75140e15
0.01000	1.31830e-12	3.95210e15
0.01000	1.58490e-12	3.28720e15
0.01000	1.90550e-12	2.73420e15
0.01000	2.29090e-12	2.27420e15
0.01000	2.75420e-12	1.89160e15
0.01000	3.31130e-12	1.57340e15
0.01000	3.98110e-12	1.30870e15
0.01000	4.78630e-12	1.08850e15
0.01000	5.75440e-12	9.05370e14
0.01000	6.91830e-12	7.53050e14
0.01000	8.31760e-12	6.26360e14
0.01000	1.00000e-11	1.30520e15
0.01000	1.25890e-11	1.03670e15
0.01000	1.58490e-11	8.23500e14
0.01000	1.99530e-11	6.54130e14
0.01000	2.51190e-11	5.19590e14
0.01000	3.16230e-11	4.12730e14
0.01000	3.98110e-11	3.27840e14
0.01000	5.01190e-11	2.60410e14
0.01000	6.30960e-11	2.06850e14
0.01000	7.94330e-11	1.64310e14
0.01000	1.00000e-10	1.30510e14
0.01000	1.25890e-10	1.03670e14
0.01000	1.58490e-10	8.17120e13
0.01000	1.99530e-10	6.49020e13
0.01000	2.51190e-10	5.11570e13
0.01000	3.16230e-10	4.03210e13
0.01000	3.98110e-10	3.15400e13
0.01000	5.01190e-10	2.46710e13
0.01000	6.30960e-10	1.90130e13
0.01000	7.94330e-10	1.43430e13
0.01000	1.00000e-9	1.05350e13
0.01000	1.25890e-9	7.46050e12
0.01000	1.58490e-9	5.03540e12
0.01000	1.99530e-9	3.14410e12
0.01000	2.51190e-9	1.81290e12
0.01000	3.16230e-9	9.56240e11
0.01000	3.98110e-9	4.64820e11
0.01000	5.01190e-9	2.17460e11
0.01000	6.30960e-9	1.07430e11
0.01000	7.94330e-9	7.21080e10
0.01000	1.00000e-8	1.80730e11
0.01000	1.25890e-8	8.40690e10
0.01000	1.58490e-8	4.75970e11
0.01000	1.99530e-8	2.95310e11
0.01000	2.51190e-8	4.49990e10
0.01000	3.16230e-8	1.67160e10
0.01000	3.98110e-8	2.72320e10
0.01000	5.01190e-8	9.90780e9
0.01000	6.30960e-8	1.30540e10
0.01000	7.94330e-8	5.26400e9
0.01000	1.00000e-7	3.86100e9
0.01000	1.25890e-7	2.54500e9
0.01000	1.58490e-7	1.62410e9
0.01000	1.99530e-7	9.97490e8
0.01000	2.51190e-7	6.30770e8
0.01000	3.16230e-7	3.99580e8
0.01000	3.98110e-7	2.52530e8
0.01000	5.01190e-7	1.59230e8
0.01000	6.30960e-7	1.00530e8
0.01000	7.94330e-7	6.33590e7
0.01000	1.00000e-6	4.00910e7
0.01000	1.25620e-6	2.54180e7
0.01000	1.57790e-6	1.60810e7
0.01000	1.98220e-6	1.02010e7
0.01000	2.48990e-6	6.45740e6
0.01000	3.12770e-6	4.08830e6
0.01000	3.92900e-6	2.58880e6
0.01000	4.93540e-6	1.64000e6
0.01000	6.19970e-6	1.03720e6
0.01000	7.78780e-6	6.54270e5
0.01000	9.78280e-6	4.13910e5
0.01000	1.22890e-5	2.61050e5
0.01000	1.54370e-5	1.65320e5
0.01000	1.93910e-5	1.04330e5
0.01000	2.43580e-5	6.56590e4
0.01000	3.05980e-5	4.13050e4
0.01000	3.84360e-5	2.59520e4
0.01000	4.82820e-5	1.64890e4
0.01000	6.06500e-5	1.02130e4
0.01000	7.61860e-5	6.46820e3
0.01000	9.57020e-5	4.09150e3
0.01000	1.20220e-4	2.55300e3
